chrID	start	end	gene name	strand
chr10	102279595	102281595	SEC31B	-
chr4	83812433	83814433	SEC31A	-
chr20	3140556	3142556	UBOX5	-
chr6	90140896	90142896	ANKRD6	+
chr7	117862711	117864711	ANKRD7	+
chr10	92681032	92683032	ANKRD1	-
chr10	99330197	99332197	ANKRD2	+
chr15	65202100	65204100	ANKDD1A	+
chr14	102976143	102978143	ANKRD9	-
chr1	41157933	41159933	NFYC-AS1	-
chr1	222986430	222988430	DISP1	+
chr1	11537294	11539294	DISP3	+
chr15	40648435	40650435	DISP2	+
chr16	48276077	48278077	LONP2	+
chr7	559481	561481	PDGFA	-
chr22	39636914	39638914	PDGFB	-
chr4	157892546	157894546	PDGFC	-
chr11	104035027	104037027	PDGFD	-
chr4	70931102	70933102	CSN1S2AP	+
chr1	28830454	28832454	RCC1	+
chr1	17766250	17768250	RCC2	-
chr1	11898375	11900375	NPPA-AS1	+
chr15	45415241	45417241	DUOXA1	-
chr15	45404522	45406522	DUOXA2	+
chr3	61237135	61239135	FHIT	-
chr20	33871053	33873053	FAM83C-AS1	+
chr2	122405229	122407229	NIFK-AS1	+
chr5	121185649	121187649	FTMT	+
chr4	118006736	118008736	TRAM1L1	-
chr15	45001684	45003684	B2M	+
chr11	3237561	3239561	MRGPRG-AS1	+
chr8	126008719	126010719	SQLE	+
chr14	78083110	78085110	SPTLC2	-
chr20	12987601	12989601	SPTLC3	+
chr9	94877756	94879756	SPTLC1	-
chrX	152988322	152990322	ABCD1	+
chr1	94881932	94883932	ABCD3	+
chr12	40013843	40015843	ABCD2	-
chr14	74769767	74771767	ABCD4	-
chr20	45945245	45947245	LOC100131496	+
chr8	58171784	58173784	LOC286177	+
chr20	43374868	43376868	KCNK15-AS1	-
chr13	51484848	51486848	RNASEH2B-AS1	-
chr8	58656707	58658707	LOC286178	+
chr8	145550582	145552582	DGAT1	-
chr19	55342130	55344130	KIR2DS4	+
chr11	75477777	75479777	DGAT2	+
chr19_gl000209_random	129432	131432	KIR2DS2	+
chr19_gl000209_random	96134	98134	KIR2DS3	+
chr19_gl000209_random	113098	115098	KIR2DS1	+
chr22	40320594	40322594	GRAP2	+
chr6	107809316	107811316	SOBP	+
chr18	65183967	65185967	DSEL	-
chr17	19028781	19030781	GRAPL	+
chr1	153895451	153897451	GATAD2B	-
chr14	63511956	63513956	KCNH5	-
chr17	40333296	40335296	KCNH4	-
chr2	163695257	163697257	KCNH7	-
chr17	61598694	61600694	KCNH6	+
chr1	211307457	211309457	KCNH1	-
chr12	49930939	49932939	KCNH3	+
chr7	150652917	150654917	KCNH2	-
chr3	19188016	19190016	KCNH8	+
chr1	76250756	76252756	SNORD45C	+
chr1	76253161	76255161	SNORD45B	+
chr3	124449285	124451285	MIR544B	+
chr19	45579846	45581846	ZNF296	-
chr6	87863268	87865268	ZNF292	+
chr13	99959749	99961749	GPR183	-
chr1	229644088	229646088	NUP133	-
chr20	13763671	13765671	NDUFAF5	+
chr6	97345767	97347767	NDUFAF4	-
chr2	37456773	37458773	NDUFAF7	+
chr8	96035213	96037213	NDUFAF6	+
chr15	41694658	41696658	NDUFAF1	-
chr16	76900832	76902832	MIR4719	+
chr5	60238955	60240955	NDUFAF2	+
chr6	29553682	29555682	OR2H2	+
chr15	49461350	49463350	MIR4716	-
chr15	26093972	26095972	MIR4715	-
chr15	99325654	99327654	MIR4714	+
chr15	51532386	51534386	MIR4713	+
chr15	50650525	50652525	MIR4712	+
chr1	60198968	60200968	MIR4711	-
chr14	105144086	105146086	MIR4710	-
chr1	153144993	153146993	LOC101928009	+
chr11	9858688	9860688	LOC101928008	+
chr12	70132348	70134348	LOC101928002	-
chr17	5013229	5015229	LOC101928000	+
chr1	43853555	43855555	SZT2	+
chr15	66795652	66797652	SNORD18A	-
chr1	9747632	9749632	PIK3CD-AS2	-
chr1	9714644	9716644	PIK3CD-AS1	-
chr15	66794429	66796429	SNORD18B	-
chr17	66506519	66508519	PRKAR1A	+
chr7	767313	769313	PRKAR1B	-
chr10	71930285	71932285	SAR1A	-
chr5	133968533	133970533	SAR1B	-
chrY	6296485	6298485	TTTY2	-
chr7	56030269	56032269	NIPSNAP2	+
chr22	29977326	29979326	NIPSNAP1	-
chrY	6256441	6258441	TTTY1	+
chrY	24289111	24291111	TTTY6	+
chrY	6315508	6317508	TTTY7	+
chrY	26714348	26716348	TTTY4	+
chrY	24445023	24447023	TTTY5	-
chrY	9531308	9533308	TTTY8	-
chr17	43138497	43140497	DCAKD	-
chr19	4400659	4402659	CHAF1A	+
chr21	37755688	37757688	CHAF1B	+
chr2	127864903	127866903	BIN1	-
chr8	22526661	22528661	BIN3	-
chr12	17139680	17141680	SKP1P2	+
chr10	60472774	60474774	FAM133CP	+
chr12	48720762	48722762	H1FNT	+
chr8	104164841	104166841	MIR3151	+
chr9	18571303	18573303	MIR3152	+
chr9	91925139	91927139	MIR3153	+
chr9	131007309	131009309	MIR3154	-
chr10	97824156	97826156	MIR3157	-
chr20	22665982	22667982	LINC01747	-
chr3	159486401	159488401	IQCJ-SCHIP1-AS1	-
chr15	44955876	44957876	SPG11	-
chr15	65715410	65717410	IGDCC4	-
chr6	4202240	4204240	HLA-DMA	-
chrX	37863834	37865834	SYTL5	+
chrX	99986522	99988522	SYTL4	-
chr1	27666482	27668482	SYTL1	+
chr6	159069045	159071045	SYTL3	+
chr11	85430393	85432393	SYTL2	-
chr11	5441340	5443340	OR51Q1	+
chr22	35460128	35462128	ISX	+
chr12	124099256	124101256	SNORA9B	+
chr20	25776878	25778878	FAM182B	-
chr7	55640213	55642213	VOPP1	-
chr17	40829048	40831048	PLEKHH3	-
chr2	43862438	43864438	PLEKHH2	+
chr14	67998007	68000007	PLEKHH1	+
chr4	172734758	172736758	LOC441052	-
chr2	18057113	18059113	KCNS3	+
chr3	85111415	85113415	SNORA95	-
chr3	48642583	48644583	SNORA94	-
chr21	43368391	43370391	SNORA91	-
chrX	72089858	72091858	DMRTC1	+
chr3	13657880	13659880	SNORA93	+
chr22	38620727	38622727	SNORA92	-
chr8	11560870	11562870	SNORA99	+
chr6	144724790	144726790	SNORA98	+
chr12	120637093	120639093	PXN-AS1	+
chr5	7867216	7869216	MTRR	+
chr9	127113751	127115751	LOC100129034	+
chr20	3825445	3827445	MAVS	+
chr16	3557893	3559893	CLUAP1	+
chrX	49121288	49123288	FOXP3	-
chr3	71632904	71634904	FOXP1	-
chr11	117855105	117857105	IL10RA	+
chr3	135914688	135916688	MSL2	-
chrX	11774277	11776277	MSL3	+
chr12	120151529	120153529	MIR1178	-
chr15	89149337	89151337	MIR1179	+
chr2	16078559	16080559	MYCN	+
chr1	40367687	40369687	MYCL	-
chr12	102511948	102513948	PARPBP	+
chr3	53290130	53292130	TKT	-
chr3	100209462	100211462	TMEM45A	+
chr5	142570064	142572064	ARHGAP26-IT1	+
chr11	129683675	129685675	TMEM45B	+
chr5	471350	473350	SLC9A3-AS1	+
chr3	132441303	132443303	NPHP3-ACAD11	-
chr16	66584315	66586315	TK2	-
chr17	76183285	76185285	TK1	-
chr21	45525207	45527207	PWP2	+
chr17	37184158	37186158	LRRC37A11P	+
chr22	34100906	34102906	SNORA50B	-
chr11	117072630	117074630	LOC100652768	-
chr6	105583561	105585561	BVES-AS1	+
chr16	808764	810764	MSLN	+
chr17	6559037	6561037	ALOX15P1	+
chr22	37882478	37884478	MFNG	-
chr1	248364369	248366369	OR2M3	+
chr1	248341287	248343287	OR2M2	+
chr11	65263208	65265208	MALAT1	+
chr3	26662296	26664296	LRRC3B	+
chr17	38095726	38097726	LRRC3C	+
chr10	74927853	74929853	ECD	-
chr17	70336951	70338951	LINC02003	+
chr17	33893132	33895132	LINC02001	+
chr3	133776492	133778492	LINC02000	-
chr14	24023190	24025190	THTPA	+
chr15	78423877	78425877	CIB2	-
chr13	80053258	80055258	NDFIP2	+
chr5	141486323	141488323	NDFIP1	+
chr15	90777279	90779279	CIB1	-
chr14	94254766	94256766	PRIMA1	-
chr2	26864236	26866236	CIB4	-
chr19	924036	926036	ARID3A	+
chrX	137792268	137794268	FGF13-AS1	+
chr14	75389145	75391145	RPS6KL1	-
chr3	48700348	48702348	CELSR3	-
chr1	109790640	109792640	CELSR2	+
chr22	46933067	46935067	CELSR1	-
chr7	76751606	76753606	FAM185BP	-
chr7	76176657	76178657	LOC100133091	+
chr1	100643829	100645829	LRRC39	-
chr18	7229136	7231136	LRRC30	+
chr3	169587723	169589723	LRRC31	-
chr11	76381791	76383791	LRRC32	-
chr3	169530574	169532574	LRRC34	-
chr6	3027830	3029830	LY6G5C	-
chr6	2922307	2924307	LY6G5B	+
chr1	12038237	12040237	MFN2	+
chr3	179063479	179065479	MFN1	+
chr17	47841518	47843518	FAM117A	-
chr2	203497900	203499900	FAM117B	+
chr10	29923901	29925901	SVIL	-
chr7	107302243	107304243	SLC26A4-AS1	-
chr11	22851408	22853408	SVIP	-
chr1	16368230	16370230	CLCNKB	+
chr1	146585928	146587928	NBPF13P	-
chr13	36871992	36873992	CCDC169	-
chr13	103411422	103413422	CCDC168	-
chr1	45965751	45967751	CCDC163	-
chrX	133369076	133371076	CCDC160	+
chr6	37467700	37469700	CCDC167	-
chr8	144790279	144792279	CCDC166	-
chr17	37007911	37009911	SNORA21B	-
chr6	43443260	43445260	TJAP1	+
chrX	151903184	151905184	MAGEA12	-
chrX	148767902	148769902	MAGEA11	+
chr12	2943981	2945981	LOC100507424	+
chr13	80138861	80140861	LINC01068	+
chr13	78568908	78570908	LINC01069	-
chr13	53726035	53728035	LINC01065	-
chr4	189374731	189376731	LINC01060	+
chr4	120331815	120333815	LINC01061	-
chr3	196359458	196361458	LINC01063	-
chr17	67231153	67233153	PRO1804	-
chr2	74373107	74375107	BOLA3-AS1	+
chr12	108733094	108735094	CMKLR1	-
chr2	109746575	109748575	SH3RF3-AS1	-
chr5	132200318	132202318	UQCRQ	+
chr5	129081883	129083883	KIAA1024L	+
chr1	46767284	46769284	UQCRH	+
chr8	97247862	97249862	UQCRB	-
chr12	98991412	98993412	SNORA53	+
chr8	87109138	87111138	ATP6V0D2	+
chr16	67515089	67517089	ATP6V0D1	-
chr19	55383548	55385548	FCAR	+
chr3	73568472	73570472	LOC101927296	+
chr9	85678043	85680043	RASEF	-
chr15	55665232	55667232	MIR628	-
chr15	70371807	70373807	MIR629	-
chr15	41981782	41983782	MIR626	+
chr15	42491864	42493864	MIR627	-
chr14	31483948	31485948	MIR624	-
chr14	65935819	65937819	MIR625	+
chr13	90881435	90883435	MIR622	+
chr13	100006384	100008384	MIR623	+
chr12	116586459	116588459	MIR620	-
chr13	41382901	41384901	MIR621	+
chr19	49955115	49957115	PIH1D1	-
chr7	32982782	32984782	RP9P	-
chr1	22349996	22351996	LINC00339	+
chr1	6294299	6296299	LINC00337	+
chr6	33561115	33563115	LINC00336	-
chr21	46652254	46654254	LINC00334	+
chr13	84712736	84714736	LINC00333	+
chr13	40753945	40755945	LINC00332	+
chr13	79414185	79416185	LINC00331	-
chr13	45383766	45385766	LINC00330	-
chr3	59035715	59037715	C3orf67	-
chr3	49314508	49316508	C3orf62	-
chr1	1981509	1983509	LOC105378591	-
chr8	143806620	143808620	THEM6	+
chr1	151826173	151828173	THEM5	-
chr1	151882361	151884361	THEM4	-
chr7	122343021	122345021	RNF148	-
chr1	207275606	207277606	C4BPA	+
chr1	207260583	207262583	C4BPB	+
chr1	153588808	153590808	S100A14	-
chr8	143255699	143257699	MIR4472-1	+
chr12	116866123	116868123	MIR4472-2	-
chr17	78194199	78196199	SGSH	-
chr15	75871632	75873632	PTPN9	-
chr9	112260593	112262593	PTPN3	-
chr18	12884334	12886334	PTPN2	-
chr20	49124857	49126857	PTPN1	+
chr1	202130716	202132716	PTPN7	-
chr12	7058433	7060433	PTPN6	+
chr11	18813389	18815389	PTPN5	-
chr2	120515206	120517206	PTPN4	+
chrX	55478015	55480015	MIR4536-1	-
chrX	55475927	55477927	MIR4536-2	+
chr5	72792249	72794249	BTF3	+
chr12	11321779	11323779	SMIM10L1	+
chr2	114339229	114341229	WASH2P	+
chr19	52450386	52452386	ZNF350-AS1	+
chr11	114164534	114166534	NNMT	+
chr4	86641620	86643620	MIR4451	+
chr4	2963342	2965342	GRK4	+
chr3	21582280	21584280	ZNF385D-AS1	+
chr3	21996630	21998630	ZNF385D-AS2	+
chr1	50489626	50491626	AGBL4	-
chr7	134669258	134671258	AGBL3	+
chr11	47736928	47738928	AGBL2	-
chr15	86621038	86623038	AGBL1	+
chr1	109113681	109115681	MIR4454	-
chr22	25958860	25960860	GRK3	+
chr19	7893160	7895160	EVI5L	+
chr8	94753224	94755224	RBM12B	-
chr17	4611788	4613788	ARRB2	+
chr11	75062875	75064875	ARRB1	-
chr5	1309492	1311492	MIR4457	-
chr19	13947173	13949173	MIR24-2	-
chr9	97846302	97848302	MIR24-1	+
chr15	100911143	100913143	CERS3-AS1	+
chr5	175489058	175491058	LOC100996385	-
chr7	23284315	23286315	GPNMB	+
chr7	42971805	42973805	PSMA2	-
chr14	58709522	58711522	PSMA3	+
chr11	14541991	14543991	PSMA1	-
chr16	68344868	68346868	SLC7A6OS	-
chr20	60718514	60720514	PSMA7	-
chr15	78830746	78832746	PSMA4	+
chr2	240321441	240323441	LOC101928111	+
chr11	2925175	2927175	SLC22A18AS	-
chr18	23711815	23713815	PSMA8	+
chr17	35969486	35971486	SYNRG	-
chrX	146993335	146995335	FMR1-AS1	-
chr3	127541725	127543725	MGLL	-
chr22	24951275	24953275	GUCD1	-
chr16	67700659	67702659	ENKD1	-
chr9	102137539	102139539	NAMA	-
chr9	35040204	35042204	C9orf131	+
chr14	23562682	23564682	C14orf119	+
chr8	6563877	6565877	AGPAT5	+
chr6	161695107	161697107	AGPAT4	-
chr9	72433720	72435720	C9orf135	+
chr9	139581911	139583911	AGPAT2	-
chr6	3491644	3493644	AGPAT1	-
chr9	139919915	139921915	C9orf139	+
chr4	153601317	153603317	TMEM154	-
chr4	122686555	122688555	TMEM155	-
chr4	39034041	39036041	TMEM156	-
chr1	41825602	41827602	FOXO6	+
chrX	70313998	70315998	FOXO4	+
chr17	46986345	46988345	LOC105371814	-
chr3	45267814	45269814	TMEM158	-
chr1	213189217	213191217	ANGEL2	-
chr14	77279283	77281283	ANGEL1	-
chr5	106346715	106348715	LINC01950	-
chr5	174422734	174424734	LINC01951	-
chr11	2323143	2325143	C11orf21	-
chr19	1954548	1956548	CSNK1G2-AS1	-
chr11	68039469	68041469	C11orf24	-
chr7	149570951	149572951	ATP6V0E2-AS1	-
chr2	11016392	11018392	LINC01954	+
chr5	113909737	113911737	LINC01957	+
chr17	60499245	60501245	METTL2A	+
chr8	101168562	101170562	SPAG1	+
chr2	3703785	3705785	ALLC	+
chr5	176809431	176811431	SLC34A1	+
chr9	140123208	140125208	SLC34A3	+
chr4	25655434	25657434	SLC34A2	+
chr7	99474656	99476656	OR2AE1	-
chr16	28415206	28417206	EIF3CL	-
chr2	170682017	170684017	UBR3	+
chr6	42529759	42531759	UBR2	+
chr15	43398286	43400286	UBR1	-
chr14	93671400	93673400	UBR7	+
chr8	103424917	103426917	UBR5	-
chr1	19536746	19538746	UBR4	-
chr1	95285837	95287837	SLC44A3-AS1	-
chrX	131799669	131801669	HS6ST2-AS1	+
chr10	35623801	35625801	CCNY	+
chr16	2477394	2479394	CCNF	+
chr6	100016690	100018690	CCNC	-
chr5	54529545	54531545	CCNO	-
chr5	86708850	86710850	CCNH	-
chr4	77997125	77999125	CCNI	-
chr10	97801158	97803158	CCNJ	+
chr14	99945738	99947738	CCNK	+
chr19	29095594	29097594	LOC102724908	+
chr2	134326031	134328031	NCKAP5	-
chr2	183903586	183905586	NCKAP1	-
chr5	78529924	78531924	JMY	+
chr9	102859466	102861466	INVS	+
chr19	42827760	42829760	MEGF8	+
chr16	19564736	19566736	C16orf62	+
chr5	137667566	137669566	CDC25C	-
chr20	3774385	3776385	CDC25B	+
chr3	48229801	48231801	CDC25A	-
chr1	162529229	162531229	UAP1	+
chr12	51234700	51236700	TMPRSS12	+
chr11	117800168	117802168	TMPRSS13	-
chr16	71918093	71920093	ZNF821	-
chr4	146860112	146862112	ZNF827	-
chr21	19775970	19777970	TMPRSS15	-
chr19	37406923	37408923	ZNF829	-
chr1	17529620	17531620	PADI1	+
chr12	59314319	59316319	LRIG3	-
chr1	113613791	113615791	LRIG2	+
chr3	66550845	66552845	LRIG1	-
chr20	61668380	61670380	LINC00029	-
chr10	52645435	52647435	A1CF	-
chr15	89344673	89346673	ACAN	+
chr7	124570037	124572037	POT1	-
chr2	160654766	160656766	CD302	-
chr1	205819276	205821276	PM20D1	-
chr2	55459699	55461699	CLHC1	-
chr1	31189618	31191618	MATN1-AS1	+
chr12	98910004	98912004	TMPO-AS1	-
chr3	42452094	42454094	LYZL4	-
chr5	1345185	1347185	CLPTM1L	-
chr10	29575989	29577989	LYZL1	+
chr10	30918647	30920647	LYZL2	-
chr18	44497495	44499495	PIAS2	-
chr1	145573987	145575987	PIAS3	+
chr15	68344913	68346913	PIAS1	+
chr19	4005595	4007595	PIAS4	+
chr6	490641	492641	ZNF311	-
chr1	47135504	47137504	TEX38	+
chr7	6674952	6676952	ZNF316	+
chr19	9249055	9251055	ZNF317	+
chr6	43337181	43339181	ZNF318	-
chr16	58033762	58035762	ZNF319	-
chr13	103426171	103428171	TEX30	-
chr2	88822168	88824168	TEX37	+
chr10	127371713	127373713	TEX36	-
chr1	178480211	178482211	TEX35	+
chr19	47632079	47634079	SAE1	+
chr8	53322439	53324439	ST18	-
chr7	143890413	143892413	OR2A1-AS1	+
chr16	56228437	56230437	DKFZP434H168	-
chr12	80601232	80603232	OTOGL	+
chr7	99697129	99699129	AP4M1	+
chr21	19257925	19259925	CHODL-AS1	-
chr12	20846288	20848288	SLCO1C1	+
chr17	42385799	42387799	RUNDC3A-AS1	-
chr15	65117867	65119867	PIF1	-
chr5	216337	218337	SDHA	+
chr1	161282165	161284165	SDHC	+
chr1	17380665	17382665	SDHB	-
chr11	111955547	111957547	SDHD	+
chr11	27656174	27658174	LINC00678	-
chr13	110378620	110380620	LINC00676	+
chr8	72754350	72756350	MSC-AS1	+
chrX	133674292	133676292	MIR450B	-
chr17	66095695	66097695	LINC00674	+
chr7	99423635	99425635	CYP3A43	+
chrX	69670154	69672154	DLG3	+
chr11	84634465	84636465	DLG2	-
chr10	79686348	79688348	DLG5	-
chr17	7123369	7125369	DLG4	-
chr6	114194512	114196512	LINC01268	-
chr14	71163414	71165414	LINC01269	+
chr3	631787	633787	LINC01266	+
chr3	14394068	14396068	LINC01267	-
chr10	43476955	43478955	LINC01264	-
chr5	38720375	38722375	LINC01265	-
chr4	190578759	190580759	LINC01262	+
chr17	57285370	57287370	SMG8	+
chr20	43300380	43302380	LINC01260	-
chr4	38867353	38869353	FAM114A1	+
chr19	48947029	48949029	GRWD1	+
chr5	153418498	153420498	FAM114A2	-
chr18	77711653	77713653	PQLC1	-
chr9	27522311	27524311	IFNK	+
chr19	49520347	49522347	LHB	-
chr12	68553521	68555521	IFNG	-
chr9	21482312	21484312	IFNE	-
chr19	19754476	19756476	GMIP	-
chr10	99892380	99894380	R3HCC1L	+
chr8	26723172	26725172	ADRA1A	-
chr5	159341739	159343739	ADRA1B	+
chr20	4229659	4231659	ADRA1D	-
chr15	23807278	23809278	MIR4508	-
chr14	94414648	94416648	MIR4506	-
chr14	106324344	106326344	MIR4507	-
chr14	50766664	50768664	MIR4504	-
chr14	74223449	74225449	MIR4505	+
chr13	115037302	115039302	MIR4502	+
chr14	37421596	37423596	MIR4503	-
chr13	88270995	88272995	MIR4500	-
chr13	97077482	97079482	MIR4501	+
chrY	20706576	20708576	HSFY1	+
chrY	20891325	20893325	HSFY2	+
chr7	100171443	100173443	SAP25	-
chr1	19812135	19814135	CAPZB	-
chr15	27214428	27216428	GABRG3	+
chr5	161492647	161494647	GABRG2	+
chr4	46126082	46128082	GABRG1	-
chr1	186342889	186344889	C1orf27	+
chr1	184354149	184356149	C1orf21	+
chr18	12749421	12751421	LINC01882	-
chr2	38656435	38658435	LINC01883	+
chr2	243028783	243030783	LINC01881	+
chr18	10626417	10628417	LINC01887	-
chr2	22757350	22759350	LINC01884	+
chr13	42014699	42016699	OR7E37P	+
chr7	31380538	31382538	NEUROD6	-
chr14	77922219	77924219	AHSA1	+
chr2	61402552	61404552	AHSA2	+
chr6	169465880	169467880	LOC102724357	+
chr7	73256855	73258855	METTL27	-
chr6	5083719	5085719	PPP1R3G	+
chr1	156265480	156267480	GLMP	-
chr7	22862471	22864471	TOMM7	-
chr6	110679475	110681475	METTL24	-
chr20	58515352	58517352	PPP1R3D	-
chr1	92764566	92766566	GLMN	-
chr10	106032886	106034886	GSTO2	+
chr10	106012467	106014467	GSTO1	+
chr5	40756072	40758072	TTC33	-
chr2	20101747	20103747	TTC32	-
chr2	74708199	74710199	TTC31	+
chr5	94890709	94892709	TTC37	-
chr11	118396147	118398147	TTC36	+
chr1	2706230	2708230	TTC34	-
chr22	46661860	46663860	TTC38	+
chr19	46193740	46195740	QPCTL	+
chr4	188426767	188428767	LOC339975	-
chr6	74230755	74232755	EEF1A1	-
chr20	62130668	62132668	EEF1A2	-
chrX	12154584	12156584	FRMPD4	+
chr9	37649051	37651051	FRMPD1	+
chrX	106763679	106765679	FRMPD3	+
chr10	49383186	49385186	FRMPD2	-
chr16	23763947	23765947	CHP2	+
chr6	166075588	166077588	PDE10A	-
chr7	99931687	99933687	STAG3L5P-PVRIG2P-PILRB	+
chrX	14048035	14050035	GEMIN8	-
chr14	39581487	39583487	GEMIN2	+
chr5	68854050	68856050	GTF2H2C	+
chr9	34523037	34525037	ENHO	-
chr2	39003326	39005326	GEMIN6	+
chr17	4335218	4337218	SPNS3	+
chr17	655501	657501	GEMIN4	-
chr5	154317776	154319776	GEMIN5	-
chr22	32853373	32855373	BPIFC	-
chr7	149410101	149412101	KRBA1	+
chr3	47203859	47205859	KIF9-AS1	+
chr17	8274858	8276858	KRBA2	-
chr10	58121034	58123034	ZWINT	-
chr12	49961928	49963928	MCRS1	-
chr17	20407811	20409811	KRT16P3	-
chr17	16736147	16738147	KRT16P2	-
chr17	18341221	18343221	KRT16P1	+
chr10	43912888	43914888	SNORD3J	-
chr2	170670788	170672788	SNORD3K	+
chr16	74735046	74737046	MLKL	-
chr8	8916140	8918140	SNORD3I	-
chr8	20472437	20474437	SNORD3F	-
chr1	91121306	91123306	SNORD3G	+
chrX	70066145	70068145	SNORD3E	-
chr7	123452192	123454192	HYALP1	+
chr9	102668883	102670883	STX17-AS1	-
chr13	28713311	28715311	PAN3-AS1	-
chr11	28129746	28131746	KIF18A	-
chr17	43025079	43027079	KIF18B	-
chr6	28105094	28107094	ZSCAN16-AS1	-
chr17	6983626	6985626	CLEC10A	-
chr19	3982570	3984570	SNORD37	-
chr19	49992163	49994163	SNORD34	+
chr7	29724754	29726754	LOC646762	-
chr19	49991873	49993873	SNORD33	+
chr11	62621204	62623204	SNORD30	-
chr11	62620865	62622865	SNORD31	-
chr17	21902061	21904061	FLJ36000	+
chr14	24732416	24734416	TGM1	-
chr20	36793831	36795831	TGM2	-
chr20	2274612	2276612	TGM3	+
chr3	44914097	44916097	TGM4	+
chr15	43559055	43561055	TGM5	-
chr20	2359553	2361553	TGM6	+
chr15	43594453	43596453	TGM7	-
chr11	10327859	10329859	CAND1.11	+
chr8	117768062	117770062	EIF3H	-
chr1	32685184	32687184	EIF3I	+
chr15	44827265	44829265	EIF3J	+
chr19	39107713	39109713	EIF3K	+
chr22	38243378	38245378	EIF3L	+
chr11	32603312	32605312	EIF3M	+
chr16	30203163	30205163	SLX1A	+
chr10	120840334	120842334	EIF3A	-
chr7	2392473	2394473	EIF3B	+
chr16	28388902	28390902	EIF3C	+
chr3	97804016	97806016	OR5AC2	+
chr8	109260959	109262959	EIF3E	-
chr11	8006866	8008866	EIF3F	+
chr19	10230600	10232600	EIF3G	-
chr20	10414887	10416887	MKKS	-
chr17	65711948	65713948	NOL11	+
chr2	10830113	10832113	NOL10	-
chr22	38080343	38082343	NOL12	+
chr1	183439505	183441505	SMG7	+
chr2	215674435	215676435	BARD1	-
chr9	139334274	139336274	INPP5E	-
chr5	171710795	171712795	UBTD2	-
chr5	17402127	17404127	LINC02217	+
chr5	116097905	116099905	LINC02214	-
chr10	99256638	99258638	UBTD1	+
chr5	10502840	10504840	LINC02212	-
chr5	10522196	10524196	LINC02213	-
chr17	43695694	43697694	LINC02210	+
chr5	25189061	25191061	LINC02211	+
chr5	17442118	17444118	LINC02218	+
chr5	67483703	67485703	LINC02219	+
chr6	111167748	111169748	SNORA40C	+
chr11	75479692	75481692	LOC283214	-
chr17	58096413	58098413	TBC1D3P1-DHX40P1	-
chr17	48583744	48585744	MYCBPAP	+
chr3	20381959	20383959	LOC101927829	+
chr6	4290680	4292680	LOC100294145	+
chr8	134896738	134898738	LOC101927822	+
chr14	90983553	90985553	LOC105370619	-
chr9	44382584	44384584	LOC101927827	+
chr19	12796811	12798811	LOC105372280	+
chr17	57970306	57972306	TUBD1	-
chr5	179285840	179287840	MRNIP	-
chr19	49149569	49151569	CA11	-
chr17	50237377	50239377	CA10	-
chr12	113858194	113860194	SDSL	+
chr20	32579457	32581457	RALY	+
chr11	86011268	86013268	HIKESHI	+
chr20	61638734	61640734	LINC01749	+
chr1	61088357	61090357	LINC01748	-
chr1	177667658	177669658	LINC01741	+
chr1	212717035	212719035	LINC01740	+
chr1	246687589	246689589	LINC01743	-
chr1	232878461	232880461	LINC01744	-
chr7	39661151	39663151	RALA	+
chr9	34989376	34991376	DNAJB5-AS1	-
chr11	123884281	123886281	OR10G4	+
chr14	22038875	22040875	OR10G3	-
chr14	22103096	22105096	OR10G2	-
chr1	95581478	95583478	TMEM56-RWDD3	+
chr5	72446419	72448419	LOC105379030	-
chr9	21992789	21994789	CDKN2B-AS1	+
chr11	123898329	123900329	OR10G8	+
chr17	42783975	42785975	DBF4B	+
chr7	108208188	108210188	DNAJB9	+
chr3	128186091	128188091	DNAJB8	-
chr2	234652661	234654661	DNAJB3	-
chr2	220142039	220144039	DNAJB2	+
chr19	14640134	14642134	DNAJB1	-
chrX	71458858	71460858	ERCC6L	-
chr22	41258130	41260130	DNAJB7	-
chr7	157127709	157129709	DNAJB6	+
chr9	34987637	34989637	DNAJB5	+
chr1	78442841	78444841	DNAJB4	+
chr12	96335070	96337070	AMDHD1	+
chr16	2568362	2570362	AMDHD2	+
chr20	61569304	61571304	DIDO1	-
chr9	129172783	129174783	NRON	-
chr15	90790763	90792763	TTLL13P	+
chr12	50356566	50358566	LOC101927318	-
chr15	98103928	98105928	LOC101927310	-
chr6	97751461	97753461	LOC101927314	+
chr12	10562745	10564745	KLRC4-KLRK1	-
chr21	31312370	31314370	GRIK1	-
chr6	101844860	101846860	GRIK2	+
chr1	37499844	37501844	GRIK3	-
chr11	120433144	120435144	GRIK4	+
chr19	42569967	42571967	GRIK5	-
chr2	101925178	101927178	RNF149	-
chr11	82114955	82116955	MIR4300HG	-
chrX	14545419	14547419	GLRA2	+
chr11	10562774	10564774	RNF141	-
chr5	158635140	158637140	RNF145	-
chr6	127585982	127587982	RNF146	+
chr4	71705627	71707627	GRSF1	-
chr19	54290996	54292996	MIR371B	-
chr1	212604228	212606228	NENF	+
chr10	52497447	52499447	ASAH2B	+
chr19	54288928	54290928	MIR371A	+
chr3	46068979	46070979	XCR1	-
chr1	180599145	180601145	XPR1	+
chr4	47916684	47918684	NFXL1	-
chr1	240775462	240777462	GREM2	-
chr15	33008204	33010204	GREM1	+
chr1	174923398	174925398	LOC101928696	-
chr13	19754172	19756172	LOC101928697	+
chr1	17573592	17575592	PADI3	+
chr1	17445948	17447948	PADI2	-
